date,rainfall,average flow,max flow,min flow,fe flow
12/24/2024,,,,,
12/25/2015,0.02,15.13,19.82,10.07,14.24
12/25/2016,0.01,13.89,19.41,10.19,10.98
12/25/2017,0.28,11.71,18.16,3.06,10.86
12/25/2018,0.02,12.52,17.28,8.04,11.88
12/25/2019,0.03,10.55,13.18,6.67,9.82
12/25/2020,0.61,14.07,27.48,4.86,13.39
12/25/2021,0.35,18.27,25.35,10.57,16.79
12/25/2022,0.66,14.85,29.4,7.85,13.7
12/25/2023,0.57,12.8,24.75,3.13,11.51
12/25/2024,,,,,
12/26/2015,0,14.16,18.95,9.29,13.26
12/26/2016,0.71,17.17,32.08,7.71,14.09
12/26/2017,0,11.83,17.13,6.21,10.86
12/26/2018,0.37,13.79,27.14,7.23,12.92
12/26/2019,0.05,11.46,14.12,5.88,10.68
12/26/2020,0.23,14.1,25.89,2.88,13.28
12/26/2021,0,15.98,26.12,10.83,14.8
12/26/2022,1.4,23.39,46.63,11.2,21.46
12/26/2023,0.1,12.09,15.54,4.58,10.81
12/26/2024,,,,,
12/27/2015,0.51,15.81,27.52,9.26,14.8
12/27/2016,0.22,15.53,29.99,9.42,13.49
12/27/2017,0,11.78,17.95,5.52,10.85
12/27/2018,0,12.33,19.16,7.38,11.56
12/27/2019,0.01,10.94,14.69,4.72,10.08
12/27/2020,0.19,14.1,19.07,8,13.4
12/27/2021,0,15.25,28.31,8.08,13.68
12/27/2022,0.69,24.6,35.08,14.22,23.35
12/27/2023,0.12,12.45,14.9,7.39,11.35
12/27/2024,,,,,
12/28/2015,0.06,13.76,20.53,5.57,13
12/28/2016,0,15.29,19.15,9.36,12.59
12/28/2017,0.92,15.32,30.35,5.92,13.79
12/28/2018,0.27,12.66,18.17,6.89,11.94
12/28/2019,0,10.46,14.12,5.34,9.92
12/28/2020,0.01,12.25,17.29,7.72,11.36
12/28/2021,0,14.24,23.64,4.46,13.74
12/28/2022,0.05,17.49,28.47,5.02,15.48
12/28/2023,0.17,12.75,23.59,11.05,11.48
12/28/2024,,,,,
12/29/2015,0,13.96,15.16,12.86,12.85
12/29/2016,0.06,14.05,17.17,9.06,11.8
12/29/2017,1.71,26.96,45.36,12.12,24.87
12/29/2018,1,17.75,32.2,8.53,16.63
12/29/2019,0.04,10.38,13.43,5.06,9.63
12/29/2020,0.24,13.76,20.11,8.03,12.9
12/29/2021,0,13.64,18.67,8.45,12.9
12/29/2022,0.75,17.8,49.36,3.73,15.91
12/29/2023,0.03,12.1,18.18,2.27,11.11
12/29/2024,,,,,
12/3/2015,0.53,13.72,26.18,7.62,13.28
12/3/2016,0.44,16.58,31.37,7.72,13.52
12/3/2017,0.13,14.71,19.66,9.29,15.76
12/3/2018,0,9.95,14.34,4.52,9.11
12/3/2019,0,8.84,11.35,5.04,7.9
12/3/2020,0,10.26,13.48,7.77,8.99
12/3/2021,0,11.24,17.58,5.95,10.25
12/3/2022,0.28,13.82,18.09,9.08,12.93
12/3/2023,0.34,13.57,19.29,6.29,12.25
12/3/2024,,,,,
12/30/2015,0.01,13.22,16.14,7.12,12.03
12/30/2016,0,13.55,17.68,10.59,9.97
12/30/2017,0.18,19.08,27.7,10.26,18.81
12/30/2018,0.02,14.35,19.54,9.64,13.77
12/30/2019,0.01,10.35,13.93,2.49,9.48
12/30/2020,0.96,17.2,29.83,9.6,16.49
12/30/2021,0,13.2,21.17,8.04,11.34
12/30/2022,0.35,19.35,33.47,10.13,17.01
12/30/2023,0.08,12.08,16.46,2.89,11.04
12/30/2024,,,,,
12/31/2015,0,13.15,15.58,8.05,12.15
12/31/2016,0.09,13.12,17.28,8.32,11.51
12/31/2017,0,15.1,27.37,10.05,14.51
12/31/2018,0,12.76,19.91,7.57,12.62
12/31/2019,1.39,18.41,35.19,3.39,17.34
12/31/2020,0.23,16.2,26.98,10.77,15.58
12/31/2021,0.04,13.11,18.92,7.85,11.69
12/31/2022,0.02,17.94,28.4,9.59,14.76
12/31/2023,0.01,12.03,15.17,7.8,10.66
12/31/2024,,,,,
12/4/2015,0.2,13.63,27.36,6.87,12.93
12/4/2016,0.13,18.15,24.01,10.53,14.11
12/4/2017,0,13.22,23.77,4.88,12.91
12/4/2018,0.01,8.92,12.3,4.56,8.31
12/4/2019,0.02,8.85,12.12,5.17,8.1
12/4/2020,0,10.53,13.67,8.39,8.8
12/4/2021,0.62,13.97,27.68,7.32,12.98
12/4/2022,0.3,13.75,29.01,8.08,12.43
12/4/2023,2,20.76,61.05,6.13,17.74
12/4/2024,,,,,
12/5/2015,0.09,12.83,24.59,3.65,12.25
12/5/2016,0.24,17.03,29.59,7.52,13.43
12/5/2017,0,12.61,16.23,7.15,11.99
12/5/2018,0,9.79,10.48,5.92,10.84
12/5/2019,0,8.69,10.69,3.45,7.89
12/5/2020,0,10.49,12.9,6.01,8.72
12/5/2021,0,12.66,14.97,8.89,11.84
12/5/2022,0.09,12.91,22.04,2.95,11.31
12/5/2023,2.88,44.18,64.11,26.65,42.34
12/5/2024,,,,,
12/6/2015,0.07,14.07,19.17,8.81,13.52
12/6/2016,0.01,15.61,29.27,10.87,13.51
12/6/2017,0,12.02,16.85,6.24,11.54
12/6/2018,0,9.83,23.13,7.33,10.41
12/6/2019,0.05,8.59,14.54,5.14,7.86
12/6/2020,0.02,10.37,13.34,6.24,9.48
12/6/2021,0.2,12.84,15.61,9.53,11.87
12/6/2022,0.05,12.77,28.04,3.38,10.92
12/6/2023,0.09,21.45,28.76,10.78,22.37
12/6/2024,,,,,
12/7/2015,0.64,18.18,43.44,0,17.39
12/7/2016,0,13.06,32.62,0,11.46
12/7/2017,0,11.58,15.59,6.29,10.47
12/7/2018,0,9.63,16.75,5.78,9.07
12/7/2019,0.4,10.31,17.84,5.05,9.56
12/7/2020,0,10.09,15.56,3.67,9.13
12/7/2021,0.07,13.77,16.12,10.98,12.8
12/7/2022,0.04,11.66,23.34,3.38,10
12/7/2023,0.38,18.48,29.12,11.31,18.06
12/7/2024,,,,,
12/8/2015,1.45,32.82,58.48,13.25,31.01
12/8/2016,0,12.49,15.75,9.93,11.17
12/8/2017,0,10.91,14.09,6,9.4
12/8/2018,0,9.2,11.21,7,8.65
12/8/2019,0.01,9.27,11.44,5.32,8.6
12/8/2020,0.37,12.1,29.36,0,10.3
12/8/2021,0.12,13.26,16.21,10.85,12.1
12/8/2022,0.23,12.13,27.34,3.91,10.72
12/8/2023,0,15.11,28.19,9.49,14.3
12/8/2024,,,,,
12/9/2015,0.13,27.77,49.31,19.66,27.16
12/9/2016,0.86,16.65,32.55,9.75,14.33
12/9/2017,0,10.57,12.48,5.62,9.49
12/9/2018,0.58,12.38,24.5,6.56,11.65
12/9/2019,0,9.68,14.46,4.55,8.92
12/9/2020,0.02,12.42,14.84,4.83,9.91
12/9/2021,0.04,12.22,18.96,5.73,10.98
12/9/2022,0.6,13.72,29.2,6.78,12.29
12/9/2023,1.1,19.43,37.67,5.76,18.06
12/9/2024,,,,,
2/1/2015,0.09,10.61,29.65,5.8,9.37
2/1/2016,0.02,14.78,27.76,9.03,13.95
2/1/2017,0,13,17.78,5.65,11.13
2/1/2018,0.56,19.13,31.69,10.48,16.35
2/1/2019,0.32,11.51,25.97,7.99,10.96
2/1/2020,1.04,29.34,46.07,19.96,27.23
2/1/2021,1.12,21.74,36.47,10.64,20.4
2/1/2022,0,11.93,17.08,2.99,10.87
2/1/2023,0,10.89,17.79,3.68,10.54
2/1/2024,0.02,17.1,21.94,9.55,13.67
2/10/2015,0.02,15.84,20.3,10.42,13.87
2/10/2016,0.03,13.42,20.19,2.31,12.67
2/10/2017,0.38,22.6,31.53,12.36,21.81
2/10/2018,0,11.86,17.45,6.52,11.2
2/10/2019,0.04,10.34,16.47,5.21,9.71
2/10/2020,0,14.85,29.15,8.41,13.28
2/10/2021,0,12.46,17.53,0.01,11.44
2/10/2022,0.02,11.03,13.79,8.24,10.01
2/10/2023,0.01,13.37,23.32,4.43,11.15
2/10/2024,0,12.48,18.46,6.27,11.15
2/11/2015,0,14.42,19.45,9.25,12.88
2/11/2016,0.51,13.47,29.45,6.68,12.62
2/11/2017,0,18.65,30.12,12.4,16.84
2/11/2018,0,12.57,19.2,4.17,11.55
2/11/2019,2.7,12.48,25.09,5.01,11.37
2/11/2020,0,14,17.38,9.3,12.45
2/11/2021,0.05,12.59,16.59,3.32,11.86
2/11/2022,0,11.01,13.18,8.27,11.13
2/11/2023,0,12.13,15.03,7.75,10.38
2/11/2024,0.23,12.87,29.49,5.93,11.82
2/12/2015,0.03,13.35,24.56,7.07,11.75
2/12/2016,0.73,18.05,33.35,9.72,17.11
2/12/2017,0,17.17,30.81,10.79,15.11
2/12/2018,0,12.22,20.1,6.04,10.9
2/12/2019,1.49,22.93,34.47,11.55,21.07
2/12/2020,0.01,13.99,22.68,3.47,12.17
2/12/2021,0.02,12.53,15.07,8.16,11.85
2/12/2022,0,10.92,13.84,7.57,10.73
2/12/2023,0.01,12.25,15.69,7.44,10.71
2/12/2024,0.31,13.76,26.44,6.15,12.57
2/13/2015,0,14.43,18.7,6.74,11.8
2/13/2016,0.87,18.26,33.51,8.8,17.19
2/13/2017,0,14.93,30.01,10,13.44
2/13/2018,0.21,12.1,28.87,4.79,11.02
2/13/2019,0.1,17.83,25.49,6.52,17.11
2/13/2020,0.09,13.32,20.82,3.24,11.9
2/13/2021,0.18,12.98,22.32,8.62,12.34
2/13/2022,0,11.25,14.11,7.35,10.54
2/13/2023,0.18,12.57,18.22,2.53,10.8
2/13/2024,0.01,12.23,18.58,2.08,11.41
2/14/2015,0,13.99,18.32,8.71,11.38
2/14/2016,0.38,17.44,29.63,11.38,16.61
2/14/2017,0.49,16.19,38.77,10.47,15.08
2/14/2018,0.12,12.97,28.16,6.71,10.8
2/14/2019,0.31,18.12,30.21,10.31,17.12
2/14/2020,0.03,14.74,29.46,5.94,12.66
2/14/2021,0.87,14.04,25.8,7.44,13.5
2/14/2022,0.13,11.34,18.32,3.98,9.85
2/14/2023,0,11.67,29.93,6.42,10.11
2/14/2024,0.4,13.79,28.57,6.66,13.58
2/15/2015,0.01,12.85,16.35,7.18,10.45
2/15/2016,0.19,16.86,28.85,11.04,15.96
2/15/2017,1.39,23.63,35.07,12.23,21.58
2/15/2018,0.02,12.47,21.59,6.07,10.34
2/15/2019,0.09,17.81,27.79,11.36,16.82
2/15/2020,0.07,13.89,21.66,7.54,11.35
2/15/2021,0.86,23.1,41.55,9.2,21.59
2/15/2022,0,12.01,15.43,8.05,11.37
2/15/2023,0,13.08,20.16,6.88,10.78
2/15/2024,1.08,17.79,29.44,6.31,16.74
2/16/2015,0,12.66,18.37,4.58,10.46
2/16/2016,0.13,17.49,28.25,9.7,16.18
2/16/2017,0.12,21.57,35.04,11.55,20.06
2/16/2018,0.31,13.32,19.99,6.58,11.21
2/16/2019,0.05,16.82,27.26,11.13,16.05
2/16/2020,0.13,12.68,31.89,5.7,10.36
2/16/2021,0,19.36,26.63,11.35,18.74
2/16/2022,0,12.37,14.9,8.99,11.23
2/16/2023,0.01,12.34,17.32,0,11.05
2/16/2024,0,14.31,27.97,5.81,12.73
2/17/2015,0,12.2,21.55,6.31,10.31
2/17/2016,0.33,17.74,29.19,11.4,15.19
2/17/2017,0,17.54,27.42,12.47,15.65
2/17/2018,0.7,15.99,28.44,7.02,14.34
2/17/2019,0,15.79,25.69,8.78,14.68
2/17/2020,0,13.36,18.44,7.5,10.98
2/17/2021,0,17.3,26.62,10.03,16.41
2/17/2022,0,11.29,13.98,8.07,10.14
2/17/2023,0.06,11.07,16.41,6.4,10.13
2/17/2024,0.09,13.77,27.78,1.84,13.29
2/18/2015,0,12.09,23.9,0,10.13
2/18/2016,0.15,16.87,29.66,9.79,15.04
2/18/2017,0.37,18.63,32.73,13.83,16.19
2/18/2018,0.14,13.79,28.81,4.74,12.47
2/18/2019,0,16.34,26.84,10.21,14.71
2/18/2020,0,13.01,15.49,9.62,10.83
2/18/2021,0.18,16.88,28.38,9,16.02
2/18/2022,0,10.86,14.1,8.18,9.68
2/18/2023,0.04,11.12,19.61,7.44,9.81
2/18/2024,0.06,13.27,27.49,5.9,12.94
2/19/2015,0.03,11.62,15.22,6.22,9.92
2/19/2016,0.63,18,31.29,5.19,16.14
2/19/2017,0.27,19.09,31.97,10.75,16.46
2/19/2018,0,13.01,20.85,5.62,11.74
2/19/2019,0.08,15.27,27.76,9.43,13.84
2/19/2020,0,12.82,15.2,9.69,10.82
2/19/2021,0.13,16.67,28.26,8.09,15.35
2/19/2022,0.06,10.73,14.13,3.45,9.81
2/19/2023,0,11.15,14.36,7.76,9.85
2/19/2024,0.14,14.48,29.09,2.43,13.06
2/2/2015,0.38,12.33,20.72,5.94,10.44
2/2/2016,0.03,13.86,18.27,8.41,13.3
2/2/2017,0.01,12.54,16,7.48,10.51
2/2/2018,0.39,18.95,33.67,9.55,15.94
2/2/2019,0.01,10.64,20.57,5.91,10.09
2/2/2020,0,19.84,29.78,10.84,19.05
2/2/2021,0.39,19.3,31.65,8.84,18.28
2/2/2022,0,12.09,14.48,9.05,10.98
2/2/2023,0,11.03,13.84,6.41,10.61
2/2/2024,0,17.56,23.06,0.24,13.08
2/20/2015,0,11.23,15.16,6.23,9.64
2/20/2016,0.28,17.17,28.57,11.36,16.34
2/20/2017,0.28,18.59,32.34,11.4,16.09
2/20/2018,0,12.48,18.78,6.64,12.05
2/20/2019,0.03,14.68,26.18,9.7,13.1
2/20/2020,0,12.47,23.62,0.94,10.19
2/20/2021,0.01,15.26,19.76,9.78,14.66
2/20/2022,0.04,11.01,13.64,3.17,9.91
2/20/2023,0.04,12.38,15.96,3.35,11
2/20/2024,0.29,14.99,28.79,2.57,12.78
2/21/2015,0,11.06,16.15,6.8,9.53
2/21/2016,0.19,15.69,29.08,9.72,14.91
2/21/2017,0.18,17.71,31,10.48,15.54
2/21/2018,0.03,12.29,18.48,6.45,12.13
2/21/2019,0,12.65,15.77,7.77,10.62
2/21/2020,0,12.92,17.3,9.58,11.4
2/21/2021,0.66,17.6,29.28,9.77,16.67
2/21/2022,0.06,11.16,14.69,7.17,9.9
2/21/2023,0.03,10.5,16.04,5.28,9.22
2/21/2024,0.32,17.28,29.19,5.71,15.65
2/22/2015,0,11.2,15.14,6.16,9.82
2/22/2016,0.13,14.6,18.95,5.98,13.44
2/22/2017,0,15.77,19.86,10.47,13.93
2/22/2018,0.15,12.21,27.24,6.38,10.01
2/22/2019,0.3,13.86,28.74,10.32,12.25
2/22/2020,0,12.2,14.6,7.11,11.06
2/22/2021,0.67,22.59,35.3,8.98,20.82
2/22/2022,0,10.96,16.77,4.6,9.83
2/22/2023,0.02,11,13.58,7.96,9.5
2/22/2024,0,13.68,30.07,0.1,12.83
2/23/2015,0,10.6,16.99,5.35,9.61
2/23/2016,0,14.5,26.08,8.73,13.97
2/23/2017,0.12,15.92,20.82,11.78,14.14
2/23/2018,0.01,11.98,22.92,5.94,11.66
2/23/2019,0.05,13.29,15.55,8.56,11.91
2/23/2020,0.56,14.11,30.09,8.05,12.2
2/23/2021,0.04,17.73,28.33,5.76,16.14
2/23/2022,0,10.58,12.97,7.96,9.62
2/23/2023,0.06,11.1,13.22,8.07,10.49
2/23/2024,0,12.94,29.29,0.36,11.9
2/24/2015,0,10.42,13.51,5.29,9.43
2/24/2016,0,13.64,20.14,6.44,12.77
2/24/2017,0,15.62,20.34,10.92,13.65
2/24/2018,0.4,13.27,20.3,7.45,12.38
2/24/2019,0.24,14.11,27.64,4.51,12.61
2/24/2020,0,12.3,17.23,8.22,8.97
2/24/2021,0,15.33,19.97,9.26,14.49
2/24/2022,0,10.86,13.72,7.69,9.88
2/24/2023,0,10.86,15.86,0,9.94
2/24/2024,0,12.51,26.37,5.01,11.97
2/25/2015,0.02,10.05,14.74,5.34,9.18
2/25/2016,0,12.89,20.63,4.73,12.18
2/25/2017,0,14.3,18.37,9.76,13.15
2/25/2018,0.46,14.87,28.32,8.38,13.5
2/25/2019,0,13.4,16.36,1.81,11.91
2/25/2020,0,11.93,15.57,6.74,10.01
2/25/2021,0.48,16.24,30.75,9.83,15.25
2/25/2022,0,11.21,18.42,4.03,10.14
2/25/2023,0.05,11.85,17.8,6.32,10.87
2/25/2024,0.47,14.38,28.99,2.7,14.02
2/26/2015,0.17,10.53,21.62,6.1,9.67
2/26/2016,0.15,13.43,26.76,7.33,12.69
2/26/2017,0.42,16.44,32.22,10.93,14.9
2/26/2018,0,12.95,22.11,1.56,11.65
2/26/2019,0,12.68,14.86,8.16,11.26
2/26/2020,0,11.59,14.38,6.64,10.22
2/26/2021,0.2,16.57,30.56,9.6,15.28
2/26/2022,0.62,13.47,26.57,6.64,12.04
2/26/2023,0.35,11.46,14.96,7.2,10.39
2/26/2024,0.01,12.78,19.59,5.05,12.36
2/27/2015,0.7,13.27,30.2,5.93,12.04
2/27/2016,0.16,12.77,28.14,11.31,12.09
2/27/2017,0.14,16.38,28.96,11.18,14.21
2/27/2018,0.04,12.63,27.86,4.13,11.52
2/27/2019,0,12.33,16.69,2.36,10.72
2/27/2020,0,11.24,13.93,6.36,10.01
2/27/2021,0,14.33,19.24,8.57,13.61
2/27/2022,1.41,17.59,36.1,6.05,16.32
2/27/2023,0.15,11.6,20.21,3.93,10.25
2/27/2024,0.25,12.81,22.17,3.93,12.39
2/28/2015,0,10.24,14.42,6.19,9.22
2/28/2016,0.56,15.28,26.8,4.1,14.42
2/28/2017,0.05,15.73,20.95,11.55,13.54
2/28/2018,0.2,12.99,19.94,4.11,11.73
2/28/2019,0,11.98,13.89,9.63,10.61
2/28/2020,0.24,11.57,16.62,5.91,10.48
2/28/2021,0,14.11,27.58,4.71,13.28
2/28/2022,2.55,34.82,47.53,17.24,30.51
2/28/2023,0.02,11.67,15.91,5.57,9.98
2/28/2024,2.25,25.35,47.2,4.84,24.54
2/29/2016,0.22,13.21,28.46,6.51,12.39
2/29/2020,0.09,11.55,15.29,5.75,10.6
2/29/2024,0.73,23.79,35.03,11.62,23.14
2/3/2015,0.01,11.05,19.73,6.13,8.95
2/3/2016,0.43,15.33,29.36,5.71,14.43
2/3/2017,0.59,14.84,33.86,8.39,12.54
2/3/2018,0.02,17.13,30.59,7.88,15.94
2/3/2019,0.05,10.75,12.21,7.03,10.22
2/3/2020,0,16.23,26.64,10.42,15.09
2/3/2021,0.19,17.67,29.36,12.09,16.63
2/3/2022,0.04,11.72,21.18,4.56,10.82
2/3/2023,0.37,13.27,32.49,5.41,11.66
2/3/2024,0,18.09,46.67,8.65,12.49
2/4/2015,0.42,12.69,30.04,5.05,11.35
2/4/2016,0.34,16.46,31.03,9.53,15.19
2/4/2017,0.93,17.06,31.1,8.43,14.8
2/4/2018,0.04,15.75,30.41,8.25,14.19
2/4/2019,0,10.98,14.7,4.49,10.33
2/4/2020,0.15,15.83,24.95,0.02,14.72
2/4/2021,0.01,15.57,20.99,8.49,13.82
2/4/2022,0.14,11.46,13.75,8.28,10.81
2/4/2023,0.28,11.52,17.73,6.54,10.4
2/4/2024,0,15.91,34.99,4.85,12.45
2/5/2015,0.97,16.23,28.85,6.95,14.49
2/5/2016,0.5,15.69,32.24,5.42,14.45
2/5/2017,0.32,16.35,31.22,0.08,14.64
2/5/2018,0,16.04,24.14,5.32,13.27
2/5/2019,0.04,11.7,16.2,3.36,8.96
2/5/2020,0.1,16.52,26.85,11.87,14.61
2/5/2021,0.07,14.7,26.05,5.46,13.64
2/5/2022,0.01,11.29,14.45,2.77,10.97
2/5/2023,0.16,12.77,16.43,8.92,11.64
2/5/2024,0.14,14.49,19.56,7.12,12.12
2/6/2015,0.79,19.27,34.34,9.38,16.43
2/6/2016,0.18,16.72,25.64,11.61,15.06
2/6/2017,0.91,17.92,29.76,8.44,15.9
2/6/2018,0,13.4,19.68,7.71,12.75
2/6/2019,0.09,9.91,18.16,5.64,8.48
2/6/2020,0.31,18.24,28.91,10.04,15.83
2/6/2021,0.22,15.15,25.97,11.02,14.23
2/6/2022,0,11.72,14.83,7.39,10.68
2/6/2023,0.22,14.1,20.67,5.64,12.13
2/6/2024,0.08,14.07,34.49,5.5,12.05
2/7/2015,1.57,25.17,38.06,12.88,22.4
2/7/2016,0,14.81,21.19,9.36,13.32
2/7/2017,0.05,14.63,20.18,9.08,13.55
2/7/2018,0,12.94,16.6,7.38,11.93
2/7/2019,0.05,10.86,23.76,3.35,9.41
2/7/2020,0.63,18.48,32.32,10.58,16.21
2/7/2021,0.05,14.33,19.86,9.68,13.33
2/7/2022,0,11.57,16.71,3.26,10.45
2/7/2023,0.79,15.74,31.5,7.2,14.07
2/7/2024,0,13.01,38.42,5.1,11.68
2/8/2015,0.38,20.38,48.51,12.31,18.21
2/8/2016,0,14.12,28.7,5.95,13.28
2/8/2017,1.14,19.97,32.78,8.31,18.16
2/8/2018,0.04,12.56,26.48,6.72,11.28
2/8/2019,0.01,10.56,20.16,4.06,11.17
2/8/2020,0.04,16.95,30.29,10.08,15.23
2/8/2021,0,13.51,23.4,8.16,12.49
2/8/2022,0,11.4,14.04,8.6,12.62
2/8/2023,0.04,14.11,21.82,8.38,12.3
2/8/2024,0,11.78,29.93,3.79,11.36
2/9/2015,0.21,18.37,32.67,9.82,16.2
2/9/2016,0,12.3,20.59,1.34,11.77
2/9/2017,1.55,34.27,60,23.09,30.4
2/9/2018,0.01,12.17,27.94,6.15,11.53
2/9/2019,0.06,11.1,20.33,0,10.51
2/9/2020,0.01,14.92,18.86,8.71,13.38
2/9/2021,0,12.9,14.88,10.37,12.08
2/9/2022,0,11.17,13.93,7.43,10.71
2/9/2023,0.03,14.46,18.12,11.28,12.22
2/9/2024,0,12.32,18.96,4.24,10.81
3/1/2015,0,10.95,29.06,7.68,9.52
3/1/2016,1.66,22.81,44.62,11.26,21.18
3/1/2017,0.12,16.17,29.11,7.06,13.63
3/1/2018,0.09,12.4,23.94,4.65,9.92
3/1/2019,0,11.78,19.52,7.45,10.44
3/1/2020,0.01,11.53,21.63,5.56,10.29
3/1/2021,0,12.81,18.31,5.31,11.92
3/1/2022,0.18,22.66,29.03,15.02,23.06
3/1/2023,0.02,11.18,14.04,3.39,10.55
3/1/2024,0.24,20.62,29.07,14.13,19.7
3/10/2015,0,9.52,13.3,8.28,8.88
3/10/2016,0.47,25.25,42.62,15.2,23.67
3/10/2017,0.04,22.01,34.64,11.41,20.46
3/10/2018,0,11.48,20.2,5.09,10.53
3/10/2019,0,10.75,12.15,6.49,9.92
3/10/2020,0,11.12,12.73,7.48,10.1
3/10/2021,0,12.7,25.25,8.39,11.03
3/10/2022,0,12.1,16.28,6.38,11.48
3/10/2023,0.4,14.42,29.13,10.71,12.67
3/10/2024,0.36,14.47,26.39,4.96,13.59
3/11/2015,0.2,9.93,11.57,8.92,9.41
3/11/2016,0.31,20.86,33.01,10.78,18.68
3/11/2017,0.36,21.49,32.51,10.42,18.76
3/11/2018,0,11.72,13.12,7.27,10.5
3/11/2019,0.32,12.44,19.08,3.84,11.28
3/11/2020,0,10.88,20.47,4.31,9.45
3/11/2021,0,12.56,15.09,9.33,10.94
3/11/2022,0,11,16.03,6.17,10.17
3/11/2023,0.02,11.75,15.11,8.35,11.47
3/11/2024,0.35,14.71,29.18,7.21,13.63
3/12/2015,0.01,9.47,14.34,2.89,8.8
3/12/2016,0.33,19.96,29.9,11.1,18.11
3/12/2017,0,19.61,31.14,8.96,16.73
3/12/2018,0,11.72,18.81,5.8,10.68
3/12/2019,0.21,11.28,17.19,5.27,10.39
3/12/2020,0,11.35,13.93,7.57,9.69
3/12/2021,0,12.53,16.8,8.8,11.21
3/12/2022,0.06,12.3,16.09,7.97,10.91
3/12/2023,0.28,13.8,26,4.63,13.12
3/12/2024,0.41,16.51,27.34,5.13,15.44
3/13/2015,0.11,9.3,14.89,5.95,8.78
3/13/2016,0.5,21.51,30.58,13.35,19.05
3/13/2017,0.43,20.79,32.03,9.82,17.84
3/13/2018,0.07,11.34,13.25,7.36,10.71
3/13/2019,0,11.13,12.8,5.87,10.09
3/13/2020,0.33,11.67,14.82,6.22,10.1
3/13/2021,0,11.78,14.64,9.08,10.63
3/13/2022,0.22,12.88,16.83,6.37,12.08
3/13/2023,0.31,13.04,19.5,3.2,12.09
3/13/2024,0,13.44,17.86,7.72,12.26
3/14/2015,1.27,16.17,31.78,7.38,14.79
3/14/2016,0.82,22.6,28.67,10.46,20.08
3/14/2017,0.94,26.62,32.3,11.29,22.85
3/14/2018,0.03,11.06,13.61,7.53,10.15
3/14/2019,0,10.64,12.64,8.13,9.53
3/14/2020,0,11.54,14.35,6.23,10.12
3/14/2021,0.11,12.26,17.06,7.36,11.21
3/14/2022,0.78,15.69,31.95,7.4,14.45
3/14/2023,0.06,12.63,16.72,9.27,11.99
3/14/2024,0,13.1,16.66,4.17,12.17
3/15/2015,2.44,27.62,48.69,12.47,24.76
3/15/2016,0.09,21.11,31.54,12.17,17.72
3/15/2017,0.81,27.94,34.55,12.53,24.1
3/15/2018,0,11.04,12.6,9.18,10.44
3/15/2019,0,11.18,18.38,5.75,9.19
3/15/2020,0,11.1,14.55,5.86,9.27
3/15/2021,0,11.99,15.55,8.04,10.55
3/15/2022,0.57,15.25,37.81,8.96,14.38
3/15/2023,0,11.81,14.08,8.94,11.3
3/15/2024,0,13.21,20.43,3.47,12.12
3/16/2015,0.02,15.42,27.49,9.06,14.61
3/16/2016,0,15.81,24.33,11.07,15.57
3/16/2017,0,22.29,29.8,8.52,19.11
3/16/2018,0,10.6,12.51,8.43,9.43
3/16/2019,0,11.79,15.85,8.65,8.25
3/16/2020,0,10.28,14.04,4.56,9.17
3/16/2021,0,11.92,15.84,9.11,10.47
3/16/2022,0.03,14.25,17.6,10.93,13.25
3/16/2023,0,11.56,14.24,8.79,11.09
3/16/2024,0,13.18,16.33,8.27,11.71
3/17/2015,0.05,13.29,16.13,9.54,12.54
3/17/2016,0,17.4,33.91,7.98,14.89
3/17/2017,1.09,25.9,51.68,10.42,21.19
3/17/2018,0,10.44,12.2,7.05,10.6
3/17/2019,0,11.11,13.29,7.07,9.52
3/17/2020,0,10.66,13.77,6.11,9.88
3/17/2021,0,11.63,15.32,6.67,10.24
3/17/2022,0,13.86,17.97,10.18,12.35
3/17/2023,0,11.33,14.33,8.36,10.89
3/17/2024,0,12.7,16.01,3.67,11.85
3/18/2015,0,13.5,18.56,7.37,12.61
3/18/2016,0,16.48,20.26,10.88,13.87
3/18/2017,0.42,28.09,36.19,20.25,24.03
3/18/2018,0,10.71,15.02,5.99,10.13
3/18/2019,0,11.48,17.2,5.37,10.74
3/18/2020,0,10.2,16,0,9.58
3/18/2021,0.23,11.92,16.44,8.93,10.64
3/18/2022,0.15,13.51,38.56,3.96,12.33
3/18/2023,0,11.04,13.71,6.51,10.77
3/18/2024,0,12.77,16.79,3.61,11.47
3/19/2015,0,10.59,16.09,6.66,9.89
3/19/2016,0,15.02,33.2,13.23,13.12
3/19/2017,0,21.75,32.87,11.2,18.77
3/19/2018,0,10.96,16.01,3.93,9.93
3/19/2019,0,10.81,18.24,4.77,9.77
3/19/2020,0,9.55,12.77,5.41,8.3
3/19/2021,0.31,13,28.12,8.27,11.45
3/19/2022,0.27,13.75,34.03,4.08,12.83
3/19/2023,0.09,11.55,14.24,6.57,11.08
3/19/2024,0,12.02,14.92,3.17,11.21
3/2/2015,0,10.38,19.64,5.5,9.47
3/2/2016,0.28,19.22,30.37,8.85,18.07
3/2/2017,0.44,17.15,30.38,4.64,14.75
3/2/2018,0.02,12.56,14.18,5.72,11.49
3/2/2019,0,11.48,13.38,9.16,9.94
3/2/2020,0.04,10.98,19.51,5.84,10.27
3/2/2021,0,13.3,24.73,6.53,12.42
3/2/2022,0.3,18.11,26.72,8.57,17.22
3/2/2023,0.49,13.26,18.34,9.67,11.34
